date,zone_id,zone_name,wave_height,wave_period,wind_wave_height,swell_wave_height,swell_wave_period,wind_speed_10m,wind_gusts_10m,weather_code,month,wave_wind_ratio,swell_steepness,safety_class,safety_label
2026-04-06,0,Bay of Bengal (East),0.14,7.239583333333333,0.02,0.1,6.827083333333333,19.7,40.0,63,4,0.007106598984771575,0.014647543484894722,0,SAFE
2026-04-06,1,Indian Ocean (South),1.32,8.391666666666667,0.82,0.96,9.775,35.6,46.4,51,4,0.03707865168539326,0.09820971867007672,2,DANGEROUS
2026-04-06,2,Gulf of Mannar (West),1.02,5.71875,0.72,0.98,4.414583333333334,20.1,36.7,63,4,0.050746268656716415,0.22199150542708823,1,CAUTION
2026-04-06,3,Palk Strait (North),0.34,3.7312499999999997,0.1,0.34,3.25625,17.9,31.0,63,4,0.018994413407821233,0.10441458733205375,0,SAFE
2026-04-06,4,Lakshadweep Sea (SW),1.42,7.572916666666667,0.46,1.12,5.385416666666667,19.3,49.0,63,4,0.07357512953367876,0.20796905222437137,1,CAUTION
2026-04-07,0,Bay of Bengal (East),0.16,8.514583333333333,0.0,0.12,8.083333333333334,15.6,28.1,53,4,0.010256410256410256,0.014845360824742266,0,SAFE
2026-04-07,1,Indian Ocean (South),1.28,8.0625,0.72,0.9,8.983333333333333,32.6,42.8,51,4,0.0392638036809816,0.10018552875695734,1,CAUTION
2026-04-07,2,Gulf of Mannar (West),0.7,5.195833333333334,0.42,0.56,4.204166666666667,15.1,34.2,3,4,0.046357615894039736,0.133201189296333,0,SAFE
2026-04-07,3,Palk Strait (North),0.3,3.2395833333333335,0.14,0.28,2.464583333333333,13.3,24.8,55,4,0.022556390977443608,0.11360946745562132,0,SAFE
2026-04-07,4,Lakshadweep Sea (SW),1.22,6.920833333333333,0.4,1.0,4.477083333333334,16.4,43.2,53,4,0.07439024390243903,0.22335970218706372,1,CAUTION
2026-04-08,0,Bay of Bengal (East),0.18,5.73125,0.08,0.14,4.754166666666667,14.7,31.0,3,4,0.012244897959183673,0.029447852760736196,0,SAFE
2026-04-08,1,Indian Ocean (South),1.3,8.504166666666666,0.46,0.82,8.387500000000001,23.2,32.8,53,4,0.05603448275862069,0.09776453055141578,1,CAUTION
2026-04-08,2,Gulf of Mannar (West),0.72,5.233333333333333,0.42,0.62,4.158333333333333,17.1,38.9,51,4,0.04210526315789473,0.14909819639278557,0,SAFE
2026-04-08,3,Palk Strait (North),0.3,3.435416666666667,0.1,0.3,2.795833333333333,12.1,24.8,51,4,0.024793388429752067,0.10730253353204174,0,SAFE
2026-04-08,4,Lakshadweep Sea (SW),1.24,7.481249999999999,0.34,1.04,5.2,15.7,42.8,53,4,0.07898089171974522,0.2,1,CAUTION
2026-04-09,0,Bay of Bengal (East),0.22,5.2124999999999995,0.06,0.2,4.170833333333333,11.0,24.8,3,4,0.02,0.04795204795204795,0,SAFE
2026-04-09,1,Indian Ocean (South),1.32,9.385416666666666,0.52,0.86,10.302083333333334,29.0,37.1,3,4,0.04551724137931035,0.08347826086956521,1,CAUTION
2026-04-09,2,Gulf of Mannar (West),0.66,5.616666666666667,0.4,0.52,4.675,18.5,40.3,51,4,0.03567567567567568,0.11122994652406418,0,SAFE
2026-04-09,3,Palk Strait (North),0.32,2.9770833333333333,0.22,0.28,2.6374999999999997,15.7,31.0,61,4,0.020382165605095544,0.10616113744075832,0,SAFE
2026-04-09,4,Lakshadweep Sea (SW),1.1,9.200000000000001,0.3,0.88,9.758333333333333,15.5,42.8,61,4,0.07096774193548387,0.09017933390264732,1,CAUTION
2026-04-10,0,Bay of Bengal (East),0.14,5.335416666666667,0.04,0.12,4.089583333333334,15.9,33.8,3,4,0.00880503144654088,0.029342842587875697,0,SAFE
2026-04-10,1,Indian Ocean (South),1.4,10.24375,0.22,1.06,8.716666666666667,18.0,23.8,63,4,0.07777777777777778,0.12160611854684512,1,CAUTION
2026-04-10,2,Gulf of Mannar (West),0.68,7.1187499999999995,0.26,0.52,6.529166666666666,14.6,32.4,51,4,0.04657534246575343,0.07964262922782388,0,SAFE
2026-04-10,3,Palk Strait (North),0.28,3.1604166666666664,0.12,0.26,3.0270833333333336,15.9,29.9,51,4,0.01761006289308176,0.08589125946317963,0,SAFE
2026-04-10,4,Lakshadweep Sea (SW),1.24,9.8875,0.34,0.98,7.54375,17.1,42.1,53,4,0.07251461988304093,0.12990886495443246,1,CAUTION
2026-04-11,0,Bay of Bengal (East),0.16,6.172916666666667,0.02,0.14,6.1375,16.4,35.6,51,4,0.009756097560975611,0.022810590631364563,0,SAFE
2026-04-11,1,Indian Ocean (South),1.2,11.389583333333334,0.22,0.94,9.472916666666666,24.3,32.0,63,4,0.04938271604938271,0.09923026171101824,1,CAUTION
2026-04-11,2,Gulf of Mannar (West),0.64,8.025,0.1,0.56,6.664583333333333,10.4,26.6,53,4,0.061538461538461535,0.08402625820568929,0,SAFE
2026-04-11,3,Palk Strait (North),0.28,3.8354166666666667,0.02,0.26,3.1062499999999997,12.3,25.2,3,4,0.022764227642276424,0.08370221327967808,0,SAFE
2026-04-11,4,Lakshadweep Sea (SW),1.04,11.747916666666667,0.08,0.74,10.164583333333333,11.1,33.8,61,4,0.0936936936936937,0.07280180364828859,1,CAUTION
2026-04-12,0,Bay of Bengal (East),0.22,4.3125,0.18,0.16,3.05625,15.1,36.4,51,4,0.01456953642384106,0.052351738241308794,0,SAFE
2026-04-12,1,Indian Ocean (South),1.22,12.924999999999999,0.0,0.96,8.572916666666666,14.4,22.3,61,4,0.08472222222222221,0.1119805589307412,1,CAUTION
2026-04-12,2,Gulf of Mannar (West),0.42,10.5375,0.1,0.38,10.033333333333333,13.9,33.8,61,4,0.030215827338129494,0.03787375415282392,0,SAFE
2026-04-12,3,Palk Strait (North),0.14,3.735416666666667,0.04,0.1,3.59375,16.5,32.0,3,4,0.008484848484848486,0.02782608695652174,0,SAFE
2026-04-12,4,Lakshadweep Sea (SW),1.02,13.470833333333333,0.02,0.9,11.706249999999999,12.7,37.1,61,4,0.08031496062992127,0.07688200747463962,1,CAUTION
2026-04-13,0,Bay of Bengal (East),0.2,5.227083333333334,0.04,0.18,3.8041666666666667,14.8,32.4,65,4,0.013513513513513514,0.04731653888280394,0,SAFE
2026-04-13,1,Indian Ocean (South),1.16,12.735416666666666,0.06,1.16,11.081249999999999,20.7,27.7,61,4,0.056038647342995164,0.10468133107727016,1,CAUTION
2026-04-13,2,Gulf of Mannar (West),0.4,12.058333333333332,0.02,0.4,10.579166666666667,14.6,27.7,55,4,0.027397260273972605,0.03781016148089799,0,SAFE
2026-04-13,3,Palk Strait (North),0.14,3.44375,0.02,0.12,2.65,12.8,22.3,53,4,0.010937500000000001,0.045283018867924525,0,SAFE
2026-04-13,4,Lakshadweep Sea (SW),0.98,13.402083333333332,0.0,0.98,11.702083333333334,9.6,30.2,55,4,0.10208333333333333,0.08374577176428698,0,SAFE
2026-04-14,0,Bay of Bengal (East),0.14,5.6000000000000005,0.04,0.12,5.722916666666666,11.4,27.4,61,4,0.012280701754385965,0.02096832908627594,0,SAFE
2026-04-14,1,Indian Ocean (South),1.18,11.706249999999999,0.1,1.14,10.002083333333333,18.6,26.3,63,4,0.06344086021505375,0.11397625494688605,1,CAUTION
2026-04-14,2,Gulf of Mannar (West),0.46,11.643749999999999,0.04,0.38,9.775,14.4,32.4,51,4,0.03194444444444444,0.03887468030690537,0,SAFE
2026-04-14,3,Palk Strait (North),0.12,3.5895833333333336,0.0,0.08,4.222916666666666,8.3,21.2,53,4,0.014457831325301203,0.018944252590034537,0,SAFE
2026-04-14,4,Lakshadweep Sea (SW),0.94,12.464583333333332,0.0,0.92,10.420833333333333,9.7,32.0,61,4,0.09690721649484536,0.0882846861255498,0,SAFE
2026-04-15,0,Bay of Bengal (East),0.18,5.522916666666667,0.12,0.14,5.091666666666667,14.3,32.4,51,4,0.012587412587412587,0.02749590834697218,0,SAFE
2026-04-15,1,Indian Ocean (South),1.2,11.641666666666666,0.04,1.16,9.11875,28.1,38.9,63,4,0.04270462633451957,0.12721041809458533,1,CAUTION
2026-04-15,2,Gulf of Mannar (West),0.5,9.15,0.22,0.4,9.391666666666667,13.2,30.6,51,4,0.03787878787878788,0.04259094942324756,0,SAFE
2026-04-15,3,Palk Strait (North),0.12,3.5583333333333336,0.02,0.08,4.6375,9.0,22.0,53,4,0.013333333333333332,0.017250673854447438,0,SAFE
2026-04-15,4,Lakshadweep Sea (SW),0.98,12.008333333333333,0.04,0.96,9.977083333333333,10.4,31.0,61,4,0.09423076923076923,0.09622050532470244,0,SAFE
2026-04-16,0,Bay of Bengal (East),0.2,5.152083333333334,0.12,0.14,4.552083333333333,16.4,35.6,51,4,0.012195121951219514,0.03075514874141877,0,SAFE
2026-04-16,1,Indian Ocean (South),1.28,11.674999999999999,0.12,1.24,10.043750000000001,18.4,26.6,55,4,0.06956521739130435,0.12345986309894211,1,CAUTION
2026-04-16,2,Gulf of Mannar (West),0.58,7.827083333333333,0.34,0.4,8.141666666666667,18.1,42.8,61,4,0.03204419889502762,0.04912998976458546,0,SAFE
2026-04-16,3,Palk Strait (North),0.2,3.00625,0.08,0.2,2.2083333333333335,14.0,27.7,3,4,0.014285714285714287,0.09056603773584905,0,SAFE
2026-04-16,4,Lakshadweep Sea (SW),1.0,11.927083333333334,0.04,0.98,10.179166666666667,11.3,33.5,55,4,0.08849557522123894,0.09627507163323781,1,CAUTION
2026-04-17,0,Bay of Bengal (East),0.2,5.583333333333333,0.1,0.14,5.1375,16.3,34.9,3,4,0.012269938650306749,0.027250608272506083,0,SAFE
2026-04-17,1,Indian Ocean (South),1.2,11.408333333333333,0.02,1.2,9.9,14.7,20.9,51,4,0.0816326530612245,0.1212121212121212,1,CAUTION
2026-04-17,2,Gulf of Mannar (West),0.48,8.945833333333333,0.04,0.4,8.583333333333334,16.7,40.0,51,4,0.02874251497005988,0.04660194174757282,0,SAFE
2026-04-17,3,Palk Strait (North),0.18,3.3395833333333336,0.04,0.18,3.6145833333333335,14.8,28.8,3,4,0.012162162162162161,0.04979827089337176,0,SAFE
2026-04-17,4,Lakshadweep Sea (SW),0.92,11.277083333333332,0.04,0.9,9.50625,11.1,28.8,53,4,0.08288288288288288,0.09467455621301776,0,SAFE
2026-04-18,0,Bay of Bengal (East),0.18,5.7875000000000005,0.1,0.14,5.5249999999999995,16.7,36.4,51,4,0.010778443113772455,0.025339366515837108,0,SAFE
2026-04-18,1,Indian Ocean (South),1.16,11.179166666666667,0.04,1.16,9.002083333333333,18.6,27.0,53,4,0.06236559139784945,0.12885906040268455,1,CAUTION
2026-04-18,2,Gulf of Mannar (West),0.38,8.416666666666666,0.14,0.36,7.720833333333334,18.7,42.5,51,4,0.020320855614973262,0.04662709120345385,0,SAFE
2026-04-18,3,Palk Strait (North),0.14,3.4812499999999997,0.06,0.1,3.766666666666667,13.2,26.6,1,4,0.010606060606060608,0.02654867256637168,0,SAFE
2026-04-18,4,Lakshadweep Sea (SW),0.8,11.356250000000001,0.04,0.78,8.991666666666667,11.9,33.1,53,4,0.06722689075630252,0.08674698795180723,0,SAFE
2026-04-19,0,Bay of Bengal (East),0.18,4.9750000000000005,0.14,0.14,5.285416666666666,16.5,37.8,55,4,0.010909090909090908,0.026487977926685065,0,SAFE
2026-04-19,1,Indian Ocean (South),1.06,11.44375,0.0,1.02,8.36875,9.8,15.5,53,4,0.10816326530612244,0.12188200149365197,1,CAUTION
2026-04-19,2,Gulf of Mannar (West),0.38,8.677083333333334,0.14,0.3,8.53125,14.0,33.8,51,4,0.027142857142857142,0.035164835164835165,0,SAFE
2026-04-19,3,Palk Strait (North),0.14,2.88125,0.08,0.1,2.6604166666666664,12.4,28.4,3,4,0.011290322580645162,0.037588097102584185,0,SAFE
2026-04-19,4,Lakshadweep Sea (SW),0.8,11.747916666666667,0.04,0.7,7.877083333333334,11.1,33.8,53,4,0.07207207207207207,0.08886537952922506,0,SAFE
2026-04-20,0,Bay of Bengal (East),0.24,5.327083333333333,0.22,0.22,5.4875,15.2,34.2,63,4,0.015789473684210527,0.04009111617312073,0,SAFE
2026-04-20,1,Indian Ocean (South),1.26,11.435416666666667,0.0,1.26,9.2125,26.2,36.0,61,4,0.048091603053435114,0.1367706919945726,1,CAUTION
2026-04-20,2,Gulf of Mannar (West),0.4,7.2437499999999995,0.16,0.26,7.6375,18.0,40.0,55,4,0.022222222222222223,0.03404255319148936,0,SAFE
2026-04-20,3,Palk Strait (North),0.16,2.8666666666666667,0.04,0.16,2.1729166666666666,11.6,25.9,61,4,0.013793103448275864,0.07363374880153405,0,SAFE
2026-04-20,4,Lakshadweep Sea (SW),0.96,11.65,0.02,0.96,9.19375,12.8,38.2,63,4,0.075,0.104418762746431,0,SAFE
2026-04-21,0,Bay of Bengal (East),0.18,5.166666666666667,0.1,0.14,4.53125,15.0,35.3,63,4,0.012,0.030896551724137935,0,SAFE
2026-04-21,1,Indian Ocean (South),1.24,10.74375,0.0,1.24,8.725,15.6,22.0,63,4,0.07948717948717948,0.14212034383954156,1,CAUTION
2026-04-21,2,Gulf of Mannar (West),0.4,8.789583333333333,0.0,0.3,8.679166666666667,9.2,25.6,53,4,0.04347826086956522,0.03456553048487758,0,SAFE
2026-04-21,3,Palk Strait (North),0.16,3.422916666666667,0.04,0.14,2.9291666666666667,16.0,31.7,51,4,0.01,0.04779516358463727,0,SAFE
2026-04-21,4,Lakshadweep Sea (SW),0.94,10.956249999999999,0.02,0.92,8.960416666666667,12.0,32.8,53,4,0.07833333333333332,0.10267379679144385,0,SAFE
2026-04-22,0,Bay of Bengal (East),0.22,5.035416666666666,0.12,0.18,4.54375,14.8,33.1,55,4,0.014864864864864864,0.03961485557083906,0,SAFE
2026-04-22,1,Indian Ocean (South),1.16,10.916666666666666,0.0,1.1,8.672916666666667,14.8,24.8,63,4,0.07837837837837837,0.1268316118184002,1,CAUTION
2026-04-22,2,Gulf of Mannar (West),0.3,9.614583333333334,0.02,0.28,8.981250000000001,13.2,32.8,61,4,0.022727272727272728,0.031176061238691717,0,SAFE
2026-04-22,3,Palk Strait (North),0.08,4.420833333333333,0.02,0.04,4.689583333333334,12.7,25.6,51,4,0.006299212598425198,0.008529542425588626,0,SAFE
2026-04-22,4,Lakshadweep Sea (SW),0.88,10.802083333333334,0.14,0.8,8.141666666666667,12.5,37.1,51,4,0.0704,0.09825997952917093,0,SAFE
2026-04-23,0,Bay of Bengal (East),0.2,4.6937500000000005,0.14,0.14,4.252083333333333,15.9,36.0,53,4,0.012578616352201259,0.0329250367466928,0,SAFE
2026-04-23,1,Indian Ocean (South),1.36,11.56875,0.0,1.34,9.0,16.4,24.5,65,4,0.0829268292682927,0.1488888888888889,1,CAUTION
2026-04-23,2,Gulf of Mannar (West),0.32,9.289583333333333,0.02,0.28,7.595833333333334,12.6,30.6,55,4,0.025396825396825397,0.03686231486560614,0,SAFE
2026-04-23,3,Palk Strait (North),0.12,3.6354166666666665,0.04,0.1,3.59375,14.5,27.4,51,4,0.008275862068965517,0.02782608695652174,0,SAFE
2026-04-23,4,Lakshadweep Sea (SW),0.94,11.577083333333334,0.04,0.94,9.143749999999999,11.3,34.2,63,4,0.08318584070796459,0.10280246069719755,0,SAFE
2026-04-24,0,Bay of Bengal (East),0.22,6.377083333333334,0.18,0.14,8.102083333333333,15.9,34.6,51,4,0.013836477987421384,0.01727950629982001,0,SAFE
2026-04-24,1,Indian Ocean (South),1.46,11.602083333333333,0.02,1.44,9.064583333333333,12.5,20.5,63,4,0.1168,0.15886003217651115,1,CAUTION
2026-04-24,2,Gulf of Mannar (West),0.38,7.997916666666666,0.18,0.3,8.24375,13.4,35.3,53,4,0.02835820895522388,0.03639120545868082,0,SAFE
2026-04-24,3,Palk Strait (North),0.14,2.9729166666666664,0.02,0.14,1.9791666666666667,12.4,28.1,3,4,0.011290322580645162,0.07073684210526317,0,SAFE
2026-04-24,4,Lakshadweep Sea (SW),1.12,11.702083333333334,0.18,0.98,9.05625,11.1,32.8,53,4,0.10090090090090091,0.10821256038647342,1,CAUTION
2026-04-25,0,Bay of Bengal (East),0.24,7.0375000000000005,0.18,0.18,7.55,17.5,38.9,53,4,0.013714285714285714,0.023841059602649005,0,SAFE
2026-04-25,1,Indian Ocean (South),1.5,11.327083333333334,0.14,1.42,9.397916666666667,18.2,24.5,53,4,0.08241758241758242,0.15109731766792284,1,CAUTION
2026-04-25,2,Gulf of Mannar (West),0.38,7.872916666666666,0.12,0.26,8.229166666666666,15.2,34.9,51,4,0.025,0.031594936708860766,0,SAFE
2026-04-25,3,Palk Strait (North),0.2,2.8395833333333336,0.16,0.12,2.160416666666667,20.6,39.2,3,4,0.009708737864077669,0.05554484088717453,1,CAUTION
2026-04-25,4,Lakshadweep Sea (SW),1.0,11.370833333333332,0.02,0.98,9.283333333333333,10.9,34.2,51,4,0.09174311926605504,0.10556552962298026,1,CAUTION
2026-04-26,0,Bay of Bengal (East),0.22,7.3374999999999995,0.12,0.16,7.6187499999999995,17.7,37.4,51,4,0.012429378531073447,0.021000820344544712,0,SAFE
2026-04-26,1,Indian Ocean (South),1.48,11.354166666666666,0.2,1.36,8.322916666666666,21.7,32.0,63,4,0.06820276497695853,0.16340425531914896,1,CAUTION
2026-04-26,2,Gulf of Mannar (West),0.34,9.1,0.14,0.28,9.066666666666666,14.1,39.6,61,4,0.024113475177304968,0.030882352941176475,0,SAFE
2026-04-26,3,Palk Strait (North),0.14,3.3020833333333335,0.08,0.1,3.2708333333333335,14.3,29.9,53,4,0.009790209790209791,0.030573248407643312,0,SAFE
2026-04-26,4,Lakshadweep Sea (SW),1.06,11.827083333333334,0.0,0.96,8.445833333333333,11.3,36.0,61,4,0.09380530973451327,0.11366551554020721,1,CAUTION
2026-04-27,0,Bay of Bengal (East),0.26,7.075,0.12,0.2,6.591666666666666,13.2,38.5,63,4,0.0196969696969697,0.030341340075853356,0,SAFE
2026-04-27,1,Indian Ocean (South),1.36,11.106250000000001,0.0,1.32,8.741666666666665,16.5,25.6,63,4,0.08242424242424243,0.15100095328884655,1,CAUTION
2026-04-27,2,Gulf of Mannar (West),0.46,8.075000000000001,0.22,0.3,7.883333333333333,13.7,32.8,63,4,0.033576642335766425,0.03805496828752643,0,SAFE
2026-04-27,3,Palk Strait (North),0.24,2.6916666666666664,0.14,0.2,2.095833333333333,13.0,29.9,51,4,0.01846153846153846,0.09542743538767397,0,SAFE
2026-04-27,4,Lakshadweep Sea (SW),0.98,11.604166666666666,0.02,0.96,8.835416666666667,11.7,33.8,63,4,0.08376068376068377,0.10865361942937986,0,SAFE
2026-04-28,0,Bay of Bengal (East),0.2,7.170833333333333,0.02,0.14,6.925,12.7,29.5,63,4,0.015748031496062995,0.02021660649819495,0,SAFE
2026-04-28,1,Indian Ocean (South),1.34,11.299999999999999,0.02,1.26,8.795833333333333,14.3,19.8,51,4,0.09370629370629371,0.14324964471814308,1,CAUTION
2026-04-28,2,Gulf of Mannar (West),0.58,6.185416666666666,0.34,0.3,7.789583333333333,14.9,33.8,53,4,0.03892617449664429,0.03851297138272265,0,SAFE
2026-04-28,3,Palk Strait (North),0.34,2.783333333333333,0.2,0.3,2.497916666666667,13.8,29.9,53,4,0.02463768115942029,0.12010008340283569,0,SAFE
